,PEAD,B1_beta_hedged,B2_vol_managed,B3_pead_tsmom,B4_pead_3sleeves,B5_hedged_3sleeves
2024-04-15,-0.00011843551136214714,0.005083691965634375,-0.00023751494989053906,0.0001963501954205255,-0.004574922548497679,-0.0011269151769002827
2024-04-16,-0.0006595486361228309,0.00016256426345923525,-0.0013228407426101626,-0.0015118858279173433,0.0034608161443316268,0.0030617975442980734
2024-04-17,0.00014095244419243258,0.0025891285301812353,0.0002828926714842062,-0.0008642032991533676,0.0012502584005002432,0.002186464251458101
2024-04-18,-0.0025975957539088324,-0.001654143156969671,-0.005212655463314011,-0.0015702533687570101,-0.0031218013048426706,-0.002279589017927008
2024-04-19,0.0021824645280459354,0.005683450512153869,0.004380193655914146,0.0009797071865635565,0.002961618189078407,0.0042607839493522676
2024-04-22,0.005027425808850072,0.0013916842003283735,0.010065721919881388,0.005349746319574879,0.0031577428268459258,0.0012612163409477513
2024-04-23,0.0054150271481725465,0.0007160037872504842,0.01078990394193964,0.006545510753342297,0.00248443150046397,0.00025306418290897107
2024-04-24,-0.0022359569555893133,-0.001935217592172151,-0.004467874775967422,-0.0013358755545578628,0.0002788851620703334,0.00013365771616712959
2024-04-25,-0.0025800584755848455,-0.0009475621015253236,-0.005191281528500412,-0.001946536342038715,0.0024692729158113974,0.002474462830435639
2024-04-26,0.0028365110687820216,-0.0008967098100457621,0.005609822762064422,0.008145049183225509,0.0077667786047895294,0.004634015879944902
2024-04-29,0.005094702642939097,0.0036887048216585703,0.01009133372323369,0.0023282433797267013,-0.002324789699312116,-0.0019974508556681193
2024-04-30,-0.015794754371569186,-0.009177790923196814,-0.03134632893161642,-0.016999418775483728,-0.009835241081321125,-0.006219064584956545
2024-05-01,0.0015756239528834648,0.002922044813753802,0.0031178823506646533,0.002052738818627084,0.0036363091640836836,0.0036850288199160616
2024-05-02,0.004644051032150154,0.0013580180462732748,0.0048513432754731505,-0.0018993007667777759,-0.004449937289925889,-0.004890285622194505
2024-05-03,0.006087725613383332,0.001712945049116568,0.006903135120635776,0.0015075611479824272,-0.0013550426642703096,-0.0027134171146345754
2024-05-06,0.006117793199777122,0.0024772072941824656,0.006931645942023758,0.002740943148078331,-0.002057475582882255,-0.0029433203070287997
2024-05-07,0.0033193469552794674,0.0030254525732945807,0.0037558613272297516,0.0032051358132590213,0.005232390874732879,0.004476509220079127
2024-05-08,-0.001417433125237788,-0.0013960659540939026,-0.0016096338233577742,0.0002625470749002673,-0.0003218903120856259,-0.0003850471505728579
2024-05-09,0.009656767819418155,0.007729691935275148,0.010932559103180162,0.0055161638473929745,0.006954640081458487,0.005665607157414456
2024-05-10,0.001303099982524314,0.0009226810830319566,0.001472066251075044,0.0013855816109879472,-0.00015137795926307236,-0.00019728084216949634
2024-05-13,0.0004502011354809987,0.00048055681769548347,0.0005072364321978358,-0.00035692797291252587,0.0003781571204481822,0.00036893906639288965
2024-05-14,0.0032015255299266965,0.0016412914493949716,0.003618779458570143,0.004135098427105782,0.002891888402820293,0.0019006328044492548
