,cash_basis,mtm_rf,rf_index,spy_control,universe_control
2024-06-26,1.1826421285507525,1.2554442539571973,1.091105836743314,1.1701005531411484,1.182074026979425
2024-06-27,1.1877368491644928,1.2583258700413258,1.0913240579106627,1.170573139066878,1.1826208726959269
2024-06-28,1.1848065470306832,1.258047768052454,1.0915423227222447,1.1701502405891744,1.1828408539675772
2024-07-01,1.1848065470306832,1.2585844729407618,1.0917606311867891,1.1705374334000678,1.182457206008598
2024-07-02,1.1848065470306832,1.258875897053627,1.0919789833130265,1.1713449166485197,1.1830663040189422
2024-07-03,1.1848065470306832,1.25892735484831,1.092197379109689,1.171951322916333,1.1833910574206103
2024-07-05,1.1813985518395513,1.2592817752060734,1.092415818585511,1.1726596034397458,1.1835353948627692
2024-07-08,1.1813985518395513,1.259347298112727,1.0926343017492282,1.1729092502795453,1.1838039959397524
2024-07-09,1.1813985518395513,1.2590516939287142,1.092852828609578,1.1731534406662187,1.1839627852303343
2024-07-10,1.1813985518395513,1.2591996463450166,1.0930713991752998,1.173667684661298,1.184443886666996
2024-07-11,1.1813985518395513,1.2590419894034224,1.0932900134551349,1.173618958084539,1.1849906169464428
2024-07-12,1.1832601394302635,1.2593425805187581,1.093508671457826,1.1740156670693842,1.1854480768045699
2024-07-15,1.1832601394302635,1.259579232546644,1.0937273731921175,1.17423655405826,1.1856708977980415
2024-07-16,1.1832601394302635,1.25981588457453,1.0939461186667558,1.1744574410471358,1.185893718791513
2024-07-17,1.1832601394302635,1.260052536602416,1.0941649078904891,1.1746783280360116,1.1861165397849847
2024-07-18,1.1832601394302635,1.260289188630302,1.0943837408720671,1.1748992150248871,1.1863393607784563
2024-07-19,1.1832601394302635,1.2605258406581883,1.0946026176202415,1.1751201020137632,1.1865621817719278
2024-07-22,1.1832601394302635,1.2607624926860743,1.0948215381437656,1.1753409890026387,1.1867850027653994
2024-07-23,1.1832601394302635,1.2609991447139604,1.0950405024513943,1.1755618759915145,1.187007823758871
2024-07-24,1.1832601394302635,1.2611282473333782,1.0952595105518845,1.1756752135719222,1.1871230953438745
2024-07-25,1.1832601394302635,1.2606410385230966,1.0954785624539949,1.1749868710947888,1.187112004901909
2024-07-26,1.1832601394302635,1.266932133132239,1.0956976581664857,1.179854206022113,1.1934219534721302
2024-07-29,1.1832601394302635,1.269696212606795,1.095916797698119,1.180231552277149,1.1940127871445552
2024-07-30,1.1832601394302635,1.2679428791334464,1.0961359810576585,1.177980257045777,1.1953577595764964
2024-07-31,1.1832601394302635,1.2702459300995594,1.0963552082538701,1.1856040078924226,1.198654520330669
2024-08-01,1.1832601394302635,1.2616212151154145,1.0965744792955208,1.1790509941394383,1.1930971839677698
2024-08-02,1.1832601394302635,1.2531314049205684,1.09679379419138,1.1705267252847653,1.18387771766663
2024-08-05,1.1832601394302635,1.2481959474962145,1.097013152950218,1.157385586558852,1.172968089139837
2024-08-06,1.1832601394302635,1.253456408494403,1.097232555580808,1.1615621976247998,1.1783504273068695
2024-08-07,1.1832601394302635,1.2482227537017467,1.097452002091924,1.158688964420878,1.1747389676865458
2024-08-08,1.1832601394302635,1.2582028009753268,1.0976714924923425,1.1690276797350674,1.1845446535470854
2024-08-09,1.1832601394302635,1.2595601889154344,1.097891026790841,1.171129815707044,1.1856693510780407
2024-08-12,1.1832601394302635,1.2624191059578045,1.0981106049961993,1.1714737586903115,1.1839071634511935
2024-08-13,1.1832601394302635,1.2656998843674725,1.0983302271171984,1.17906355808095,1.1898750841753862
2024-08-14,1.1832601394302635,1.2666865362036461,1.0985498931626219,1.1806275039804313,1.191179130162744
2024-08-15,1.1832601394302635,1.2760529498541462,1.0987696031412544,1.188686366015361,1.1983186184418941
2024-08-16,1.1832601394302635,1.2769320655116339,1.0989893570618825,1.1898487045348538,1.1995729341245678
2024-08-19,1.1832601394302635,1.2803922921126372,1.0992091549332947,1.194476078615958,1.2033314612899875
2024-08-20,1.1832601394302635,1.2790796226105359,1.0994289967642814,1.1938030877366894,1.2014451585884245
2024-08-21,1.1862927042399896,1.2838282345186864,1.0996488825636341,1.1954444428616562,1.2053281098616213
2024-08-22,1.2002856222147944,1.2823634499922738,1.0998688123401468,1.192381457412128,1.20384478359278
2024-08-23,1.2027656867877372,1.285283721544316,1.1000887861026147,1.1938080453621447,1.2056393148555387
2024-08-26,1.2027656867877372,1.2844590902776947,1.1003088038598352,1.1937920266357482,1.2057563267449738
2024-08-27,1.2027656867877372,1.285347167494018,1.1005288656206071,1.1941246501852634,1.2059954363878347
2024-08-28,1.2027656867877372,1.2849723698699587,1.1007489713937313,1.1937914230422557,1.2058427117774786
2024-08-29,1.2027656867877372,1.284857129163901,1.10096912118801,1.1939938367745329,1.2063915424021956
2024-08-30,1.2027656867877372,1.2858422076307743,1.1011893150122476,1.1948547515483505,1.207220769762299
2024-09-03,1.2027656867877372,1.2810490809930482,1.10140955287525,1.1931434384347026,1.205934691175687
2024-09-04,1.2027656867877372,1.2823312592880787,1.101629834785825,1.1931581186958167,1.206034422660367
2024-09-05,1.2027656867877372,1.2811662366363445,1.1018501607527822,1.1931231571953758,1.2057082334760625
2024-09-06,1.2027656867877372,1.2788075088155881,1.1020705307849328,1.1912872408811848,1.2043594470619947
2024-09-09,1.2027656867877372,1.2801420917125244,1.1022909448910898,1.1928105831546094,1.205844173642154
2024-09-10,1.2027656867877372,1.2820661113551874,1.102511403080068,1.1935281006136138,1.206115479641204
2024-09-11,1.2027656867877372,1.284568103795106,1.102731905360684,1.1949591375678448,1.2067995115559704
2024-09-12,1.2027656867877372,1.2849242307600537,1.1029524517417562,1.196164350111789,1.2077607505613004
2024-09-13,1.2027656867877372,1.287889343998945,1.1031730422321044,1.1971513383340235,1.2094884607215322
2024-09-16,1.2027656867877372,1.2876572006185882,1.1033936768405508,1.1975670612231963,1.2108063320376972
2024-09-17,1.2027656867877372,1.2868702342716831,1.1036143555759188,1.19781874329614,1.2114121587105318
2024-09-18,1.2016472074019733,1.285594187817664,1.1038350784470339,1.1975356310553484,1.2113476867953892
2024-09-19,1.2053004837211332,1.2869879320307251,1.1040558454627232,1.1994562358164773,1.2128292169952137
2024-09-20,1.2053004837211332,1.2881279680581543,1.1042766566318156,1.1995569800251644,1.212867291094936
2024-09-23,1.2053004837211332,1.2886084243855478,1.104497511963142,1.199918443878378,1.213390794908395
2024-09-24,1.2053004837211332,1.2881998940013673,1.1047184114655346,1.2003026332555233,1.2136994144397482
2024-09-25,1.2053004837211332,1.289167226117657,1.1049393551478277,1.200373436668283,1.2135411109763818
2024-09-26,1.2041142936219391,1.2887791088721174,1.1051603430188572,1.2007993906318697,1.2142474502661493
2024-09-27,1.202549461419783,1.288287682105439,1.105381375087461,1.2008268789086283,1.214856382961856
2024-09-30,1.202549461419783,1.2894443597583414,1.1056024513624785,1.2014024968616426,1.2151926107558926
2024-10-01,1.202549461419783,1.2893575169279363,1.105823571852751,1.2007787353173847,1.214894430181205
2024-10-02,1.202549461419783,1.289030353754646,1.1060447365671215,1.2010234434998113,1.2150781578550212
2024-10-03,1.201407181052428,1.2891289419068224,1.106265945514435,1.2010521747581446,1.2148781949471206
2024-10-04,1.201407181052428,1.2895888651579568,1.1064871987035378,1.20181413841525,1.2155939203309163
2024-10-07,1.201407181052428,1.2893949879064575,1.1067084961432785,1.2014744082739153,1.2153178894754968
2024-10-08,1.201407181052428,1.2899328899105469,1.1069298378425072,1.2022437399628365,1.2157590368177116
2024-10-09,1.201407181052428,1.2910081015104333,1.1071512238100756,1.203080940774639,1.2166318769047793
2024-10-10,1.2013825542855416,1.2905587356660235,1.1073726540548376,1.2031022444428812,1.216475827196706
2024-10-11,1.2013825542855416,1.2904435651989865,1.1075941285856485,1.2034820109673396,1.2169944508858168
2024-10-14,1.2013825542855416,1.2900652453626797,1.1078156474113656,1.204184588009973,1.2176158238333787
2024-10-15,1.2013825542855416,1.2909365074549024,1.1080372105408478,1.2039005688160014,1.217563257106542
2024-10-16,1.2013825542855416,1.288913882062465,1.108258817982956,1.2041919457995298,1.2179338232570247
2024-10-17,1.2013825542855416,1.2902829515190204,1.1084804697465527,1.2043711967596968,1.2180650718246686
2024-10-18,1.2013825542855416,1.290793359268157,1.1087021658405019,1.2047910611722439,1.2184267638730713
2024-10-21,1.2013825542855416,1.2904268491760018,1.10892390627367,1.2047109258315065,1.2173935324946012
2024-10-22,1.2013825542855416,1.2883811543790773,1.1091456910549247,1.20473619440535,1.2169103478347039
2024-10-23,1.2013825542855416,1.2884209367742163,1.1093675201931357,1.2026081156721466,1.2161774131283496
2024-10-24,1.202189824753732,1.2861101102214938,1.1095893936971744,1.203598238593532,1.2162668448364533
2024-10-25,1.202189824753732,1.2850778514769814,1.1098113115759138,1.2035487099002489,1.2143852714943566
2024-10-28,1.202189824753732,1.2850517496269638,1.110033273838229,1.2050593925924469,1.2169808430234803
2024-10-29,1.202189824753732,1.2821013344620253,1.1102552804929966,1.205903450206125,1.2159617588259544
2024-10-30,1.202189824753732,1.280033450546655,1.1104773315490952,1.2046309304353562,1.2158810893346277
2024-10-31,1.202189824753732,1.2772234912658023,1.110699427015405,1.195824779454527,1.2108386141271275
