date,return,nav,gross
2023-05-30,0.0075861412037199205,107250.80432980941,0.290180660348348
2023-05-31,-0.0009476852599512586,107149.16432342814,0.2900798293497074
2023-06-01,0.003557188846796011,107530.31413570294,0.2927677328449878
2023-06-02,0.003856463266839416,107945.00084223898,0.1862830497093131
2023-06-05,-0.0008647955571763344,107851.65048509122,0.18648785707301124
2023-06-06,0.0002675345805476237,107880.50453116512,0.186392524011489
2023-06-07,0.0017343424532472174,108067.60627005126,0.1870040770560191
2023-06-08,-0.001005945789453233,107958.8961165476,0.18760434003771584
2023-06-09,-0.0007161167396381174,107881.5849438457,0.18657830573325085
2023-06-12,0.0017598023265790186,108071.43520802491,0.1886004611522336
2023-06-13,0.00019338776067079344,108092.33490087226,0.18892968516219588
2023-06-14,-0.0002719858418845922,108062.93531616297,0.18953988925740525
2023-06-15,0.001748646612096394,108251.89920189677,0.04211156965637127
2023-06-16,0.0004351060773972737,108299.00026112932,0.04165337904742924
2023-06-20,0.0003092791259722283,108332.49488127376,0.0413263971986672
2023-06-21,1.4437192346061778e-06,108332.65128298034,0.04131997477327269
2023-06-22,-0.0003691754885548626,108292.65752351651,0.04169958232218727
2023-06-23,-3.994454515665602e-05,108288.33182256792,0.0
2023-06-26,0.0,108288.33182256792,0.0
2023-06-27,0.0,108288.33182256792,0.0
2023-06-28,0.0,108288.33182256792,0.0
2023-06-29,0.0,108288.33182256792,0.0
2023-06-30,0.0,108288.33182256792,0.0
2023-07-03,0.0,108288.33182256792,0.0
2023-07-05,0.0,108288.33182256792,0.0
2023-07-06,0.0,108288.33182256792,0.0
2023-07-07,0.0,108288.33182256792,0.0
2023-07-10,0.0,108288.33182256792,0.0
2023-07-11,0.0,108288.33182256792,0.0
2023-07-12,0.0,108288.33182256792,0.0
2023-07-13,0.0,108288.33182256792,0.0
2023-07-14,0.0,108288.33182256792,0.0
2023-07-17,0.0,108288.33182256792,0.0
2023-07-18,0.0,108288.33182256792,0.0
2023-07-19,0.0,108288.33182256792,0.0
2023-07-20,-7.639746011367521e-06,108287.5045272168,0.015279608755191259
2023-07-21,0.00016424541665482906,108305.29025351639,0.015441318006136436
2023-07-24,8.075147680353112e-05,108314.03606565,0.015520816154114459
2023-07-25,0.00011884639789738749,108326.90879867814,0.015637804055328948
2023-07-26,2.9935447644513502e-05,108330.15161318496,0.015667270496217675
2023-07-27,8.799072124787699e-05,108339.6836613583,0.015753875022639797
