date,return,nav,cost,turnover,gross,cash_dollars,interest_dollars,cost_dollars
2026-05-05,0.04111259437468928,1.9475444022830646,0.0,0.0,1.0000000000000002,-4.491648862285132e-11,-4.4143557224957754e-15,0.0
2026-05-06,0.03928329490423943,2.024050363377051,0.0,0.0,1.0000000000000002,-4.4920915709908364e-11,-4.427087057048449e-15,0.0
2026-05-07,-0.0385878763595896,1.9459465582094748,0.0,0.0,1.0000000000000002,-4.492534323331074e-11,-4.427523402373107e-15,0.0
2026-05-08,0.0441098475685886,2.0317819642687147,0.0,0.0,1.0000000000000002,-4.492976873330201e-11,-4.425499991275773e-15,0.0
2026-05-11,0.047342009054473166,2.1279706044178393,0.0,0.0,1.0000000000000002,-4.494303547004794e-11,-1.3266736745927866e-14,0.0
2026-05-12,-0.026303224333307562,2.071998116235153,0.0,0.0,1.0000000000000002,-4.494746517363195e-11,-4.429703584012888e-15,0.0
2026-05-13,0.016266100587864596,2.1057014460117,0.0,0.0,1.0000000000000002,-4.4951899005628584e-11,-4.433831996635372e-15,0.0
2026-05-14,-0.0034810391333953694,2.098371416874886,0.0,0.0,1.0000000000000002,-4.4956329582825934e-11,-4.43057719735293e-15,0.0
2026-05-15,-0.034980743258490765,2.0249688250802302,0.0,0.0,1.0000000000000002,-4.496074582685609e-11,-4.416244030153283e-15,0.0
2026-05-18,-0.04347272222536125,1.936937917832501,0.0,0.0,1.0000000000000002,-4.4973995860423664e-11,-1.3250033567572073e-14,0.0
2026-05-19,-0.004028931070431341,1.9291341284738492,0.0,0.0,1.0000000000000002,-4.4978389213489975e-11,-4.393353066311192e-15,0.0
2026-05-20,0.027042177928220612,1.9813021168234421,0.0,0.0,1.0000000000000002,-4.498279161577835e-11,-4.402402288376821e-15,0.0
2026-05-21,0.028162031387477304,2.037099609225499,0.0,0.0,1.0000000000000002,-4.49871722806999e-11,-4.380664921549928e-15,0.0
2026-05-22,-0.0014143101558510285,2.0342185185596913,0.0,0.0,1.0000000000000002,-4.4991584164392765e-11,-4.411883692860316e-15,0.0
2026-05-26,0.043375139936169926,2.122453031462966,0.0,0.0,1.0000000000000002,-4.500924821158736e-11,-1.766404719459447e-14,0.0
2026-05-27,-0.008396384418792535,2.1046320998999715,0.0,0.0,1.0000000000000002,-4.5013662260262695e-11,-4.414048675333083e-15,0.0
2026-05-28,-0.0038335602589407713,2.096563865922104,0.0,0.0,1.0000000000000002,-4.5018080439069544e-11,-4.4181788068494644e-15,0.0
