Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
02/28/2025,ProShares Ultra QQQ,QLD,52.68495,51.05165,3.19931,1.6333,126200,6648840690
02/27/2025,ProShares Ultra QQQ,QLD,51.05165,54.03715,-5.52490,-2.9855,126300,6447823395
02/26/2025,ProShares Ultra QQQ,QLD,54.03715,53.81195,0.41849,0.2252,139300,7527374995
02/25/2025,ProShares Ultra QQQ,QLD,53.81195,55.19385,-2.50372,-1.3819,139700,7517529415
02/24/2025,ProShares Ultra QQQ,QLD,55.19385,56.56625,-2.42618,-1.3724,140700,7765774695
02/21/2025,ProShares Ultra QQQ,QLD,56.56625,59.02025,-4.15789,-2.454,141200,7987154500
02/20/2025,ProShares Ultra QQQ,QLD,59.02025,59.58125,-0.94157,-0.561,141400,8345463350
02/19/2025,ProShares Ultra QQQ,QLD,59.58125,59.53335,0.08046,0.0479,140400,8365207500
02/18/2025,ProShares Ultra QQQ,QLD,59.53335,59.28225,0.42357,0.2511,139900,8328715665
02/14/2025,ProShares Ultra QQQ,QLD,59.28225,58.848,0.73792,0.43425,139500,8269873875
02/13/2025,ProShares Ultra QQQ,QLD,58.848,57.21655,2.85136,1.63145,139500,8209296000
02/12/2025,ProShares Ultra QQQ,QLD,57.21655,57.1001,0.20394,0.11645,139500,7981708725
02/11/2025,ProShares Ultra QQQ,QLD,57.1001,57.43185,-0.57764,-0.33175,139500,7965463950
02/10/2025,ProShares Ultra QQQ,QLD,57.43185,56.05425,2.45762,1.3776,139500,8011743075
02/07/2025,ProShares Ultra QQQ,QLD,56.05425,57.55965,-2.61537,-1.5054,140000,7847595000
02/06/2025,ProShares Ultra QQQ,QLD,57.55965,56.9622,1.04885,0.59745,140000,8058351000
02/05/2025,ProShares Ultra QQQ,QLD,56.9622,56.48825,0.83902,0.47395,139900,7969011780
02/04/2025,ProShares Ultra QQQ,QLD,56.48825,55.1101,2.50072,1.37815,139900,7902706175
02/03/2025,ProShares Ultra QQQ,QLD,55.1101,56.05815,-1.69119,-0.94805,139900,7709902990
01/31/2025,ProShares Ultra QQQ,QLD,56.05815,56.23275,-0.31050,-0.1746,140500,7876170075
01/30/2025,ProShares Ultra QQQ,QLD,56.23275,55.74095,0.88230,0.4918,141100,7934441025
01/29/2025,ProShares Ultra QQQ,QLD,55.74095,56.0124,-0.48462,-0.27145,141200,7870622140
01/28/2025,ProShares Ultra QQQ,QLD,56.0124,54.31515,3.12482,1.69725,141100,7903349640
01/27/2025,ProShares Ultra QQQ,QLD,54.31515,57.74825,-5.94494,-3.4331,140100,7609552515
01/24/2025,ProShares Ultra QQQ,QLD,57.74825,58.4477,-1.19671,-0.69945,141500,8171377375
01/23/2025,ProShares Ultra QQQ,QLD,58.4477,58.20565,0.41585,0.24205,141400,8264504780
01/22/2025,ProShares Ultra QQQ,QLD,58.20565,56.7159,2.62669,1.48975,140200,8160432130
01/21/2025,ProShares Ultra QQQ,QLD,56.7159,56.07585,1.14140,0.64005,126900,7197247710
01/17/2025,ProShares Ultra QQQ,QLD,56.07585,54.3012,3.26816,1.77465,126900,7116025365
01/16/2025,ProShares Ultra QQQ,QLD,54.3012,55.0726,-1.40070,-0.7714,126900,6890822280
01/15/2025,ProShares Ultra QQQ,QLD,55.0726,52.6472,4.60689,2.4254,126900,6988712940
01/14/2025,ProShares Ultra QQQ,QLD,52.6472,52.78895,-0.26852,-0.14175,126900,6680929680
01/13/2025,ProShares Ultra QQQ,QLD,52.78895,53.1256,-0.63369,-0.33665,126700,6688359965
01/10/2025,ProShares Ultra QQQ,QLD,53.1256,54.87615,-3.19000,-1.75055,127300,6762888880
01/08/2025,ProShares Ultra QQQ,QLD,54.87615,54.84955,0.04850,0.0266,141700,7775950455
01/07/2025,ProShares Ultra QQQ,QLD,54.84955,56.8961,-3.59700,-2.04655,141000,7733786550
01/06/2025,ProShares Ultra QQQ,QLD,56.8961,55.68015,2.18381,1.21595,141600,8056487760
01/03/2025,ProShares Ultra QQQ,QLD,55.68015,53.8967,3.30902,1.78345,141600,7884309240
01/02/2025,ProShares Ultra QQQ,QLD,53.8967,54.10125,-0.37809,-0.20455,141600,7631772720
12/31/2024,ProShares Ultra QQQ,QLD,54.10125,55.07185,-1.76242,-0.9706,141500,7655326875
12/30/2024,ProShares Ultra QQQ,QLD,55.07185,56.5446,-2.60458,-1.47275,141800,7809188330
12/27/2024,ProShares Ultra QQQ,QLD,56.5446,58.1441,-2.75092,-1.5995,141900,8023678740
12/26/2024,ProShares Ultra QQQ,QLD,58.1441,58.29995,-0.26732,-0.15585,142300,8273905430
12/24/2024,ProShares Ultra QQQ,QLD,58.29995,56.7671,2.70024,1.53285,141200,8231952940
12/23/2024,ProShares Ultra QQQ,QLD,56.7671,55.68965,1.93474,1.07745,141200,8015514520
12/20/2024,ProShares Ultra QQQ,QLD,55.68965,54.7817,1.65740,0.90795,141400,7874516510
12/19/2024,ProShares Ultra QQQ,QLD,54.7817,55.30905,-0.95346,-0.52735,140800,7713263360
12/18/2024,ProShares Ultra QQQ,QLD,55.30905,59.6124,-7.21888,-4.30335,141600,7831761480
12/17/2024,ProShares Ultra QQQ,QLD,59.6124,60.1433,-0.88273,-0.5309,142100,8470922040
12/16/2024,ProShares Ultra QQQ,QLD,60.1433,58.4564,2.88574,1.6869,142100,8546362930
12/13/2024,ProShares Ultra QQQ,QLD,58.4564,57.59685,1.49236,0.85955,141800,8289117520
12/12/2024,ProShares Ultra QQQ,QLD,57.59685,58.39725,-1.37061,-0.8004,141900,8172993015
12/11/2024,ProShares Ultra QQQ,QLD,58.39725,56.3298,3.67026,2.06745,142000,8292409500
12/10/2024,ProShares Ultra QQQ,QLD,56.3298,56.72415,-0.69521,-0.39435,142300,8015730540
12/09/2024,ProShares Ultra QQQ,QLD,56.72415,57.6856,-1.66671,-0.96145,142300,8071846545
12/06/2024,ProShares Ultra QQQ,QLD,57.6856,56.6622,1.80614,1.0234,142500,8220198000
12/05/2024,ProShares Ultra QQQ,QLD,56.6622,57.01405,-0.61713,-0.35185,142800,8091362160
